Type of Event,Event Verticals,Name of Event,Dates,Hours,Date of Last Year's Event,Date of Next Year's Event,Country,City,Venue,# Atendees of Last Event,# Exhibitors of Last Event,URL,Phone Number,E-mail,About the Event,Exhibitors,Attendees,Exhibitor Info,Link to Photos,Link to Videos,Facebook,Instagram,Linkedin,Twitter
Conference,"Banking, Finance",FiNext Awards & Conference,29 Aug 2019-30 Aug 2019,08:45 AM - 05:20 PM (29 Aug 2019)|09:00 AM - 05:20 PM (30 Aug 2019),25-26 Oct 2018,TBD,USA,Orlando,Hyatt Regency Grand Cypress,,,https://finextcon.com/?utm_medium=email&utm_source=fintechweeklycom,+1 702 621 6157,contact@finextcon.com,"Global Platform for the Global Sector

FiNext Awards & Conference provides a platform for the global FinTech sector, allowing start-ups, SMEs, incumbent tech providers, investors, financial institutions and other stakeholders to connect and interact under one roof. In addition to the conference, FiNext Tech Awards acknowledge the efforts of FinTech thought leaders, torchbearers of the industry.

https://finextcon.com/",,"Eligibility Criteria: Open to industry professionals
Fees: Conference Delegate Pass - $1.099
Group Delegate Pass - $3.999
Startup Pitch Competition - $400
Investor Pass - $599
Attendee Registration","Contact required for further information
Exhibitor & Partnership Registration",,https://www.youtube.com/channel/UCWH3kkvQFfbsx8oIP0S4tYQ,https://www.facebook.com/FiNext-Tech-Awards-Conference-550792608637402/,https://www.instagram.com/finextcon/,https://www.linkedin.com/company/finext-tech-conference/,https://twitter.com/finextcon
Conference,"Banking, Finance",Finext Conference Singapore,25 Apr 2019-26 Apr 2019,08:45 AM - 05:20 PM (25 Apr 2019)|09:00 AM - 05:00 PM (26 Apr 2019),,TBD,Singapore,,Marina Bay Sands,,,https://finextcon.com/finext-singapore-2019/#1517452311859-82fa1134-a860,+1 702 621 6157,contact@finextcon.com,"Gathering of Global Brains to Discuss the Trends in Finance and Bringing the Future Together

FiNext Awards & Conference provides a platform for the global FinTech sector, allowing start-ups, SMEs, incumbent tech providers, investors, financial institutions and other stakeholders to connect and interact under one roof.

https://finextcon.com/finext-singapore-2019/",,"Eligibility Criteria: Open to  industry professionals
Fees: Contact required for further information","Contact required for further information
Exhibitor & Partnership Registration",,https://www.youtube.com/channel/UCWH3kkvQFfbsx8oIP0S4tYQ,https://www.facebook.com/FiNext-Tech-Awards-Conference-550792608637402/,https://www.instagram.com/finextcon/,https://www.linkedin.com/company/finext-tech-conference/,https://twitter.com/finextcon
Conference,"Banking, Finance",Culture and Conduct in Financial Services,5 Sep 2019,09:00 AM - 01:00 PM,,TBD,United Kingdom,London,,,,https://www.westminsterforumprojects.co.uk/conference/culture-and-conduct-in-financial-services-19?utm_medium=email&utm_source=fintechweeklycom,+44 1344 864796,info@forumsupport.co.uk,"The Future for Culture and Conduct in Financial Services

This seminar will discuss the future for culture and conduct in financial services - looking in particular at regulatory changes, working practices and latest thinking on creating healthy work cultures in financial services.

https://www.westminsterforumprojects.co.uk/conference/culture-and-conduct-in-financial-services-19?utm_medium=email&utm_source=fintechweeklycom",,"Eligibility Criteria: Open to industry professionals
Fees: 230 + VAT
Attendee Registration",,,,,,,
Trade Show & Conference,"Banking, Finance",AI in Finance Summit,5 Sep 2019-6 Sep 2019,09:00 AM - 05:00 PM (5 Sep 2019)|09:00 AM - 03:30 PM (6 Sep 2019),6-7 Sep 2018,Sep-20,USA,New York,The Convene,400,,https://www.re-work.co/events/ai-in-finance-summit-new-york-2019?utm_source=FintechWeekl&utm_medium=listing&utm_campaign=FintechWeekly_listing_ai_fin_ny_19,,hello@re-work.co,"Leading Event on the Practices of AI Tech in Finance

Discover advances in AI & machine learning tools and techniques from the world's leading innovators across industry, research and the financial sector.

https://www.re-work.co/events/ai-in-finance-summit-new-york-2019","SumUp Analytics,Galaxy.AI,Introhive","Eligibility Criteria: Open to industry professionals
Fees: Standard Pass - $1.495
Standard Pass Plus - $1.895
Startup Pass - $1.095
Startup Pass PLUS - $1.295
Day 2 Pass - $795
Student/Academic Pass - $495
Student/Academic Pass PLUS
Attendee Registration","Sponsorship opportunities available
Contact required for further information
Sponsorship Registration",,https://www.youtube.com/user/teamrework,https://www.facebook.com/teamrework,https://www.instagram.com/teamrework/,https://www.linkedin.com/company/re-work/,https://twitter.com/teamrework
Conference,"Banking, Finance",Boston Fintech Week,9 Sep 2019-12 Sep 2019,08:00 AM - 06:30 PM,10-14 Sep 2018,Sep-20,USA,Boston,Various locations in Downton Boston,2000,,https://bostonfintechweek2019.splashthat.com/,,BostonFinTechWeek@FinTechSandbox.org,"The Driving Force Behind the Future of Fintech

Boston FinTech Week events cover all major sectors within financial services, and are always free and open to everyone! This weeklong celebration of FinTech highlights of efforts of startups, institutions, data providers, venture capitalists, universities, and more.

https://bostonfintechweek2019.splashthat.com/",,"Eligibility Criteria: Open to industry professionals
Fees: Free","Sponsorship opportunities available
Contact required for further information
BostonFinTechWeek@FinTechSandbox.org",,,,,https://www.linkedin.com/company/fintech-sandbox/,https://twitter.com/FinTechSandbox
Conference,"Banking, Finance",The AML Forum Frankfurt,12 Sep 2019,08:45 AM - 05:15 PM,,TBD,Germany,Frankfurt,Frankfurt Marriott Hotel,,,https://finance.transformindustries.com/events/aml-forum-frankfurt/,+44 1273 806484,,"An estimated 2.5 percent of world GDP is laundered money.

The AML Forums is a series of boutique, peer-to-peer, executive events. Each session benchmarks best practice, explores why banks struggle with financial crime, and discusses whats needed to force a step change in the industry  reducing exposure to money laundering itself, and to the financial penalties.

https://finance.transformindustries.com/events/aml-forum-frankfurt/",,"Eligibility Criteria: Open to industry professionals
Fees: Contact required for pricing information
Attendee Registration","Sponsorship opportunities available
Contact required for further information
Sponsorship Registration",,https://www.youtube.com/channel/UCi4n4KC9LbnjKvnPDzE4lUw,https://www.facebook.com/TransformFinance,https://www.instagram.com/transformfinance/,https://www.linkedin.com/company/transform-industries/,https://twitter.com/TformFinance
Conference,"Banking, Finance",The Banking Cyber Security Forum London,18 Jun 2019,09:00 AM - 05:00 PM,,TBD,United Kingdom,London,CCT Venues,,,https://finance.transformindustries.com/events/banking-cyber-security-forum-london/,+44 1273 806484,,"Secure and Open Banking

The Banking Cyber Security Forum is an exclusive, top flight event exclusively for senior banking executives, set to address each of these challenges and opportunities and encourages peer-to-peer conversation via a programme built around conversation opportunities with peers from across the banking sector in Europe.

https://finance.transformindustries.com/events/banking-cyber-security-forum-london/",,"Eligibility Criteria: Open to industry professionals
Fees: Contact required for pricing information
Attendee Registration","Sponsorship opportunities available
Contact required for further information
Sponsorship Registration",,,https://www.facebook.com/TransformFinance,https://www.instagram.com/transformfinance/,https://www.linkedin.com/company/transform-industries/,https://twitter.com/TformFinance
Conference,"Banking, Finance",The Regulatory Reporting Innovation Forum London,17 Oct 2019,08:45 AM - 05:00 PM,,TBD,United Kingdom,London,CCT Venues,,,https://finance.transformindustries.com/events/regulatory-reporting-innovation-forum/,+44 1273 806484,,"Digital Regulatory Reporting Strategy

This one-day forum will define the optimal digital regulatory reporting strategy, and outline the key steps needed to get there. It will also address the latest innovative strategies and technologies that are revolutionising regulatory reporting.

https://finance.transformindustries.com/events/regulatory-reporting-innovation-forum/",,"Eligibility Criteria: Open to industry professionals
Fees: Contact required for pricing information
Attendee Registration","Sponsorship opportunities available
Contact required for further information
Sponsorship Registration",,,https://www.facebook.com/TransformFinance,https://www.instagram.com/transformfinance/,https://www.linkedin.com/company/transform-industries/,https://twitter.com/TformFinance
Conference,"Banking, Finance",The RegTech for AML Forum London,2 May 2019,08:45 AM - 05:00 PM,,TBD,United Kingdom,London,CCT Venues,,,https://finance.transformindustries.com/events/the-regtech-for-aml-forum-london/,+44 1273 806484,,"Tech Solutions for AML

The RegTech for AML Forum is an executive-level event, focused on encouraging peer-to-peer discussion. Each session at the forum benchmarks best practice, explores why banks struggle with financial crime, and discusses whats needed to force a step change in the industry  reducing exposure to money laundering itself, preventing the funding of criminal activity and avoiding financial penalties.

https://finance.transformindustries.com/events/the-regtech-for-aml-forum-london/",,"Eligibility Criteria: Open to industry professionals
Fees: Contact required for pricing information
Attendee Registration","Sponsorship opportunities available
Contact required for further information
Sponsorship Registration",,https://www.youtube.com/channel/UCi4n4KC9LbnjKvnPDzE4lUw,https://www.facebook.com/TransformFinance,https://www.instagram.com/transformfinance/,https://www.linkedin.com/company/transform-industries/,https://twitter.com/TformFinance
Conference,"Banking, Finance",Digital Money Symposium,28 Mar 2019,08:45 AM - 04:15 PM,22-Mar-18,28-Mar-20,United Kingdom,London,Kings Place,,,https://www.citibank.com/icg/sa/digital_symposium/,+44 207 508 7804,Leiana.jones@citi.com,"Tapping into the Flows of the Experience Economy

The day will consist of a series of presentations and panel discussions on a range of global Digital Money topics from academics, policy makers and the rising stars from the FinTech world. It will give you the opportunity to interact with leading players in the industry and your Citi peers.

https://citiglobalevents.com/events/digital-money-symposium-2019/event-summary-037d36c48187455b83e96a79be51b343.aspx?RefID=Digital%20Money%20Symposium%202019",,"Eligibility Criteria: Open to industry professionals
Fees: Contact required for further information
Attendee Registration",,https://custom.cvent.com/27F99940C7624D90A6E2E79253E5C15F/files/event/037d36c48187455b83e96a79be51b343/349af65167f4492e9a13d49104efb30c.pdf,,http://www.facebook.com/citi,http://instagram.com/citi,https://www.linkedin.com/company/citi,http://www.twitter.com/citi
Conference,"Banking, Finance",Fintech Generations,3 Jun 2020-4 Jun 2020,09:00 AM - 07:00 PM,11-12 Jun 2018,Jun-22,USA,Charlotte,TBD,330,,https://www.fintechgenerations.com/,+1 704-879-2506,,"One of the Largest Innovation Fintech Conferences

Join us for one of the premier fintech events in the country. Fintech Generations has featured some of the top speakers from around the world addressing emerging fintech topics such as the growing fintech ecosystem in the Southeast US.

https://www.fintechgenerations.com/",,"Eligibility Criteria: Open to industry professionals
Fees: Standard rate - $499
Attendee Registration","Sponsorship opportunities available
Contact required for further information
mburgarello@qcfintech.co",,https://www.youtube.com/channel/UCZkfOMM5IboacSvxRakf2kQ,https://www.facebook.com/QCFinTech/,https://www.instagram.com/qcfintech/?hl=en,https://www.linkedin.com/company/queen-city-fintech/,https://twitter.com/QCFinTech
Conference,"Banking, Finance",Global Blockchain Forum,16 Aug 2019,08:45 AM - 04:00 PM,27-Jun-18,TBD,China,Hong Kong,,,,https://www.pyramidplatforms.com/event/global-blockchain-forum-2019-the-next-wave-2,+91 966 338 1712,info@pyramidplatforms.com,"The New Wave

This conference aims at presenting the latest up-to-date topics; by lining up able bitcoin, crypotcurrency and fintech experts; who would share their vision; knowledge and key insights. The forum would discuss the opportunities and challenges spurring this new innovation.

https://www.pyramidplatforms.com/event/global-blockchain-forum-2019-the-next-wave-2/#About-us",,"Eligibility Criteria: Open to industry professionals
Fees: Ticket Price - $250
Attendee Registration","Sponsorship Fees: Brand Sponsorship - $1.500
Sponsorship Registration",,https://www.youtube.com/channel/UCRjEnY0z3YfsMoBSS9y4I5A,https://www.facebook.com/PyramidLearningPlatforms/,,https://www.linkedin.com/company/pyramid-learning,https://twitter.com/PyramidLP
Conference,"Banking, Finance",Schroders Private Assets Day,8 May 2019,09:45 AM - 04:00 PM,,TBD,Switzerland,Zurich,Hotel Schweizerhof,,,https://www.schroders.com/en/ch/asset-management/events/conference/schroders-private-assets-day/,+41 44 250 11 11,,"An Event on Substantial Part of Corporate Financials

In order to update you on our efforts and current topics we are launching a new annual conference called Schroders Private Assets Day. The first one will take place on Wednesday 8 May, 2019 and covers asset classes.

https://www.schroders.com/en/ch/asset-management/events/conference/schroders-private-assets-day/",,"Eligibility Criteria: Open to industry professionals
Fees: Contact required for further information",,,,https://www.facebook.com/schroders.careers,,https://www.linkedin.com/company/schroders,https://www.twitter.com/Schroders_Talk
Conference,"Banking, Finance",Liquid Alternatives Roadshow in Zurich,13 Mar 2019,09:00 AM - 12:00 PM,,TBD,Switzerland,Zurich,Schroder Investment Management (Switzerland) AGCentral 2,,,https://www.schroders.com/en/ch/asset-management/events/conference/liquid-alternatives-roadshow-in-zurich/,+41 44 250 11 11,,"Get Prepared for the Challenging Marketing Environment

During the roadshow, the experts will be examining the opportunities that lie within the liquid alternatives universe as well as how they can be applied to build portfolios fit to withstand the challenging market environment ahead.

https://www.schroders.com/en/ch/asset-management/events/conference/liquid-alternatives-roadshow-in-zurich/",,"Eligibility Criteria: Open to industry professionals
Fees: Contact required for further information",,,,https://www.facebook.com/schroders.careers,,https://www.linkedin.com/company/schroders,https://www.twitter.com/Schroders_Talk
Conference,"Banking, Finance",Liquid Alternatives Roadshow in Lugano,11 Mar 2019,02:45 PM - 06:00 PM,,TBD,Switzerland,Lugano,Hotel Lugano Dante,,,https://www.schroders.com/en/ch/asset-management/events/conference/liquid-alternatives-roadshow-in-lugano2/,+41 44 250 11 11,,"Get Prepared for the Challenging Marketing Environment

During the roadshow, the experts will be examining the opportunities that lie within the liquid alternatives universe as well as how they can be applied to build portfolios fit to withstand the challenging market environment ahead.



https://www.schroders.com/en/ch/asset-management/events/conference/liquid-alternatives-roadshow-in-lugano2/",,"Eligibility Criteria: Open to industry professionals
Fees: Contact required for further information",,,,https://www.facebook.com/schroders.careers,,https://www.linkedin.com/company/schroders,https://www.twitter.com/Schroders_Talk
Conference,"Banking, Finance",Schroder ImmoInvest Forum,22 Nov 2018,09:00 AM - 06:00 PM,23-Nov-17,Nov-20,Switzerland,Zurich,Landesmuseum,,,https://www.schroders.com/de/ch/asset-management/insights/15.-schroder-immoinvest-forum-2018/,+41 44 250 11 11,,"How can investors successfully achieve their investment objectives in the current market environment?

This question was discussed at the Schroder ImmoInvest Forum on November 22, 2018 in Zurich. Roger Hennig, Head of Real Estate Investments Switzerland, Germany & Nordics at Schroders, led the evening and discussed with Martin J. Brhl (CIO, Union Investment), Arno Kneubhler (CEO, Procimmo), Heidi Schmidtke (Executive Vice President, JLL ) and Cornel Widmer (Head of Global Real Estate, Zurich Insurance Group), whether niche markets, value-adding strategies and internationalization can be solutions in today's challenging market environment.

https://www.schroders.com/de/ch/asset-management/insights/15.-schroder-immoinvest-forum-2018/",,"Eligibility Criteria: Open to industry professionals
Fees: Contact required for further information",,,,https://www.facebook.com/schroders.careers,,https://www.linkedin.com/company/schroders,https://www.twitter.com/Schroders_Talk
Conference,"Banking, Finance",UBS European Compass,12 Nov 2019-13 Nov 2019,09:00 AM - 12:00 PM,13-14 Nov 2018,Nov-20,United Kingdom,London,The Landmark London Hotel,90,,https://www.ubs.com/global/en/investment-bank/conferences/global.html,,kim.acons@ubs.com,"Annual Meeting on Investment Strategies

An important annual gathering of over 90 European CEOs and features presentations, panel discussions, lively debates, a full programme of one-on-one, small group meetings and unique networking opportunities.

https://www.ubs.com/global/en/investment-bank/conferences/global.html",,"Eligibility Criteria: Open to industry professionals
Fees: Contact required for further information",,,,,,,
Conference,"Banking, Finance",APAC Hedge Fund Leaders Conference,30 Oct 2019,09:00 AM - 06:00 PM,,Oct-20,China,Hong Kong,UBS Hong Kong offices,,,https://www.ubs.com/global/en/investment-bank/conferences/global.html,,elodie.coscas@ubs.com,"Annual Gathering of Impactful Hedge Fund Professionals

The conference will feature prominent speakers from the hedge fund industry with topical panel discussions and breakout sessions, as well as peer networking opportunities.

https://www.ubs.com/global/en/investment-bank/conferences/global.html",,"Eligibility Criteria: Open to industry professionals
Fees: Contact required for further information",,,,,,,
Conference,"Banking, Finance",Global Hedge Fund Conference,13 Nov 2018,08:00 AM - 12:00 PM,15-Nov-18,Nov-20,United Kingdom,London,The Landmark London Hotel,50,,https://www.ubs.com/global/en/investment-bank/conferences/global.html,,katie.wingfield@ubs.com,"Global Event on Hedge Funds

This one-day programme will feature opportunities to interact with portfolio managers from approximately 50 hedge funds, as well as breakfast and luncheon panel discussions. There will be a keynote speaker reception to end the day.

https://www.ubs.com/global/en/investment-bank/conferences/global.html",,"Eligibility Criteria: Open to industry professionals
Fees: Contact required for further information",,,,,,,
Conference,"Banking, Finance",UBS India Conference,13 Nov 2019-14 Nov 2019,09:00 AM - 06:00 PM,12-13 Nov 2018,Nov-20,India,Mumbai,,,,https://www.ubs.com/global/en/investment-bank/conferences/global.html,,kaiching.ho@ubs.com,"Flagship Conference on Finance and Economics in India

Now in its fifteenth year, UBS India Flagship Conference to be held on 13-14th November in Mumbai, offers a unique opportunity to meet with fifty curated companies face to face and understand how they are gearing up to face the current slowdown faced the economy and also what their plans are to tap into the new medium term growth opportunities.

https://www.ubs.com/global/en/investment-bank/conferences/global.html",,"Eligibility Criteria: Open to industry professionals
Fees: Contact required for further information",,,,,,,
Conference,"Banking, Finance",Global TMT Conference,9 Dec 2019-11 Dec 2019,07:00 AM - 04:00 PM,12-14 Nov 2018,Nov-Dec 2020,USA,New York,New York Hilton Midtown,,,https://www.ubs.com/global/en/investment-bank/conferences/global.html,,virnalisa.finder@ubs.com,"Global Conference on Banking

Thought leading UBS analysts and banking teams across the tech, media and telecom sectors will now collaborate to create an unparalleled offering, creating a one-stop shop for investor access to top TMT corporate management and industry experts.

https://www.ubs.com/global/en/investment-bank/conferences/global.html",,"Eligibility Criteria: Open to industry professionals
Fees: Contact required for further information",,,,,,,
Conference,"Banking, Finance",Financial Services :Conference,6 Aug 2019-7 Aug 2019,09:00 AM - 06:00 PM,,Aug-20,USA,Chicago,Waldorf Astoria,40,,https://www.ubs.com/global/en/investment-bank/conferences/global.html,,madeline.hallett@ubs.com,"Financial Services Conference Focusing on FIG Sector

Two-days of one-on-one and group meetings hosted by 40+ corporates within the FIG sector.

https://www.ubs.com/global/en/investment-bank/conferences/global.html",,"Eligibility Criteria: Open to industry professionals
Fees: Contact required for further information",,,,,,,
