Type of Event,Event Verticals,Name of Event,Dates,Hours,Date of Last Year's Event,Date of Next Year's Event,Country,City,Venue,# Atendees of Last Event,# Exhibitors of Last Event,URL,Phone Number,E-mail,About the Event,Exhibitors,Attendees,Exhibitor Info,Link to Photos,Link to Videos,Facebook,Instagram,Linkedin,Twitter
Trade Show & Conference,Advertising,SMX Paris,18 Nov 2019-19 Nov 2019,09:00 AM - 06:00 PM,12-13 Jun 2018,TBD,France,Paris,toile Business Center,245,,https://smxfrance.com/,+49 8151 5566045,info@risingmedia.com,"The Search Marketing Conference of the Year is Back

From year to year, the reputation of SMX Paris is growing and with it its number of participants and its success. For the 2018 edition, 158 companies represented by 245 Search professionals. The quality of the speakers, the topicality of the topics covered in the conferences and the mix between the profiles of ""marketers"" and ""technicians"" allowed a real emulation and the success of the event.

https://smxfrance.com/","Amazon Marketing Services,1.fr,Marin Software,Ryte,Majestic,LinkJuice.io,Botify,The HOTH,Authoritas,Darwin Agency,Forward3D","Eligibility Criteria: Open to industry professionals
Fees: SMX Pass for 2 days - 450
SMX Pass for 1 day - 250
Keynote / Networking Pass 2 days - 300
Keynote / Networking Pass 1 day - 150
Attendee Registration","Sponsorship and exhibition opporunities available
Contact required for further information
Sponsor/Exhibitor Registration",,https://www.youtube.com/user/searchmarketingexpo,https://www.facebook.com/smxparis/,https://www.instagram.com/smxparis/?ref=badge,https://www.linkedin.com/company/2292081/,https://twitter.com/smx_paris
Trade Show & Conference,Advertising,MarTech East,16 Sep 2019-18 Sep 2019,01:00 PM - 07:00 PM (16 Sep 2019)|08:15 AM - 06:00 PM (17 Sep 2019)|08:15 AM - 04:40 PM (18 Sep 2019),1-3 Oct 2018,Sep-Oct 2020,USA,Boston,Hynes Convention Center,,,https://martechconf.com/east/,,registration@martechconf.com,"Martech is Marketing

The MarTech experience is all choreographed. Youll unlock more than 55 presentations that deliver actionable tactics to solve confounding marketing challenges. Youll meet senior-level marketers like you who are redefining how their organizations deploy martech to achieve business results. And youll discover time-saving solutions that deliver ROI.

https://martechconf.com/east/","Optimizely,Outgage,Mailchimp,Magnolia,Instapage,GetResponse,Geek Hive,Elevated Third,Crown Peak,Cordial,Chetu,Blueconic,Arm Treasure Data,Allocadia,Adsonica,Introhive,Pitney Bowes,Spark Post,Synthesio,Workfront","Eligibility Criteria: Open to industry professionals
Fees: All Access Pass - $1.745
All Access Pass - One Day - $1.250
Workshop only - $639
Expo+ Pass - Free
Attendee Registration","Sponsorship and exhibition opporunities available
Contact required for further information
Sponsor/Exhibitor Registration",,https://www.youtube.com/playlist?list=PLa-pYUsA4sb9l6qpTBHmcaIPP2JJopcBy,https://www.facebook.com/martechconf,,http://www.linkedin.com/company/martech-conference?trk=biz-companies-cym,https://twitter.com/martechconf
Trade Show & Conference,Advertising,MarTech West,15 Apr 2020-17 Apr 2020,08:00 AM - 06:00 PM,3-5 Apr 2019,Apr-21,USA,San Jose,San Jose Convention Center,,,https://martechconf.com/west/,,registration@martechconf.com,"Best Practices and Relevant Case Studies from Real-World Marketers

Join us to navigate these and many more complexities, technologies, and organizational obstacles faced by thousands of marketers around the world. Youll leave with best practices and relevant case studies from real-world marketers thriving at the intersection of marketing, technology, and management.


https://martechconf.com/west","4over,Acquia,Brandcast,Brightcove,Chetu,Contentserv,CoSchedule,Currnt,Cvent,GetResponse,Dyspatch,IBM,Instapage,KickFire,Mailchimp,NFC Forum,Oracle Marketing Cloud,PeachtreeData,Percolate,Pointilist,Siteimprove","Eligibility Criteria: Open to industry professionals
Fees: Details will be announced.
Registration will be opened.","Sponsorship and exhibition opporunities available
Contact required for further information",,https://www.youtube.com/playlist?list=PLa-pYUsA4sb-JNoNjPlU-pujaO_0YP-5a,https://www.facebook.com/martechconf,,http://www.linkedin.com/company/martech-conference?trk=biz-companies-cym,https://twitter.com/martechconf
Conference,Advertising,Digital Growth Unleashed London,16 Oct 2019-17 Oct 2019,09:00 AM - 07:00 PM (16 Oct 2019)|09:00 AM - 05:45 PM (17 Oct 2019),17-18 Oct 2018,Oct-20,United Kingdom,London,etc.venues,,,https://digitalgrowthunleashed.co.uk/,+44 20 3735 7700,,"Optimizing the Complete Customer Journey

Digital Growth Unleashed will leave you knowing how to attract the right audience, align business models with the user experience, optimize the lifetime value of client relationships and introduce you to the right technology to make it all happen.

https://digitalgrowthunleashed.co.uk/",,"Eligibility Criteria: Open to industry professionals
Fees: Data Driven Business Combo Pass + Workshop
Early Bird - 1.645
Normal price - 1.745
Onsite price - 1.945
Data Driven Combo Pass
Early Bird - 1.245
Normal price - 1.345
Onsite price - 1.545
Digital Growth Unleashed + Workshop
Early Bird - 1.445
Normal price - 1.545
Onsite price - 1.645
Digital Growth Unleashed  2 Day Pass
Early Bird - 995
Normal price - 1.095
Onsite price - 1.295
Digital Growth Unleashed  1 Day Pass
Early Bird - 495
Normal price - 595
Onsite price - 795
Attendee Registration","Sponsorship and exhibition opporunities available
Contact required for further information
Sponsor/Exhibitor Registration",,,https://www.facebook.com/DigitalGrowthUnleashed/,,,https://twitter.com/DGUConference
Conference,Advertising,Marketing Analytics Summit London,16 Oct 2019-17 Oct 2019,09:15 AM - 07:00 PM (16 Oct 2019)|09:30 AM - 05:45 PM (17 Oct 2019),17-18 Oct 2018,Oct-20,United Kingdom,London,etc.venues,,,https://marketinganalyticssummit.co.uk/,+44 20 3735 7700,,"The Next Generation Conference for Digital Analysts

Multiply your skills with the latest thinking, developments, and most current examples of data enriched marketing. Whether you are an analyst or one who relies on analytics to excel in marketing, MAS is here to help YOU evolve as a professional.

https://marketinganalyticssummit.co.uk/",,"Eligibility Criteria: Open to industry professionals
Fees: Data Driven Business Combo Pass + Workshop
Early Bird - 1.645
Normal price - 1.745
Onsite price - 1.945
Data Driven Combo Pass
Early Bird - 1.245
Normal price - 1.345
Onsite price - 1.545
Marketing Analytics Summit + Workshop
Early Bird - 1.445
Normal price - 1.545
Onsite price - 1.645
Marketing Analytics Summit  2 Day Pass
Early Bird - 995
Normal price - 1.095
Onsite price - 1.295
Marketing Analytics Summit  1 Day Pass
Early Bird - 495
Normal price - 595
Onsite price - 795
Attendee Registration","Sponsorship and exhibition opporunities available
Contact required for further information
Sponsor/Exhibitor Registration",,,https://www.facebook.com/MarketingAnalyticsSummit/,,,https://twitter.com/MAS_Conf
Conference,Advertising,Email Innovations Summit,16 Oct 2019-17 Oct 2019,09:15 AM - 07:00 PM (16 Oct 2019)|09:30 AM - 05:45 PM (17 Oct 2019),17-18 Oct 2018,Oct-20,United Kingdom,London,etc.venues,,,https://emailinnovationssummit.co.uk/,+44 20 3735 7700,,"The Future of Email Marketing Today

Developed in conjunction with the membership of Only Influencers, email marketings most trusted and oldest community, the Email Innovations Summit is the conference that Email Marketers have been asking for.

https://emailinnovationssummit.co.uk/",,"Eligibility Criteria: Open to industry professionals
Fees: Data Driven Business Combo Pass + Workshop
Early Bird - 1.645
Normal price - 1.745
Onsite price - 1.945
Data Driven Combo Pass
Early Bird - 1.245
Normal price - 1.345
Onsite price - 1.545
Email Innovations Summit + Workshop
Early Bird - 1.445
Normal price - 1.545
Onsite price - 1.645
Email Innovations Summit  2 Day Pass
Early Bird - 995
Normal price - 1.095
Onsite price - 1.295
Email Innovations Summit  1 Day Pass
Early Bird - 495
Normal price - 595
Onsite price - 795
Attendee Registration","Sponsorship and exhibition opporunities available
Contact required for further information
Sponsor/Exhibitor Registration",,,https://www.facebook.com/Email-Innovations-Summit-1546515652335482,,https://www.linkedin.com/groups/7033320,https://twitter.com/InnovateEmail
Conference,Advertising,Digital Growth Unleashed Berlin,18 Nov 2019-19 Nov 2019,09:00 AM - 06:00 PM (18 Nov 2019)|09:15 AM - 05:15 PM (19 Nov 2019),13-14 Nov 2018,Nov-20,Germany,Berlin,Estrel Hotel Berlin,,,https://digitalgrowthunleashed.de/,+49 306 8310,hotel@estrel.com,"Effective Optimization of the Customer Journey

At the Digital Growth Unleashed Conference in Berlin, you will learn how to optimize all stages of the customer journey and thereby achieve greater growth. The focus is on news and tips and tricks on topics such as campaign optimization, lead generation, conversion rate optimization, upsell and engagement, tools, testing and automation.

https://digitalgrowthunleashed.de/","Kameleoon,KNIME,LexisNexis,MyDataModels,Odoscope,T4Media,Trakken","Eligibility Criteria: Open to industry professionals
Fees: Data Driven Business Combo Pass + Workshop
Early Bird - 1.995
Normal price - 2.195
Onsite price - 2.295
Data Driven Combo Pass
Early Bird - 1.295
Normal price - 1.495
Onsite price - 1.545
Digital Growth Unleashed + Workshop
Early Bird - 1.785
Normal price - 1.985
Onsite price - 2.085
Digital Growth Unleashed  2 Day Pass
Early Bird - 895
Normal price - 1.095
Onsite price - 1.195
Digital Growth Unleashed  1 Day Pass
Early Bird - 595
Normal price - 795
Onsite price - 895
Attendee Registration","Sponsorship and exhibition opporunities available
Contact required for further information
Sponsor/Exhibitor Registration",,,https://www.facebook.com/Digital-Growth-Unleashed-Deutschland-1456449201044506/,,,
Conference,Advertising,Marketing Analytics Summit Berlin,18 Nov 2019-19 Nov 2019,09:00 AM - 06:00 PM (18 Nov 2019)|09:15 AM - 05:15 PM (19 Nov 2019),13-14 Nov 2018,Nov-20,Germany,Berlin,Estrel Hotel Berlin,,,https://marketinganalyticssummit.de/,+49 306 8310,hotel@estrel.com,"The Conference for Digital Analysts

A brand new conference format consisting of lectures, discussions and actions. Meet colleagues and experts who make the difference. Here you learn everything that is important to master data-driven marketing.

https://marketinganalyticssummit.de/","Kameleoon,KNIME,LexisNexis,MyDataModels,Odoscope,T4Media,Trakken","Eligibility Criteria: Open to industry professionals
Fees: Data Driven Business Combo Pass + Workshop
Early Bird - 1.995
Normal price - 2.195
Onsite price - 2.295
Data Driven Combo Pass
Early Bird - 1.295
Normal price - 1.495
Onsite price - 1.545
Marketing Analytics Summit + Workshop
Early Bird - 1.785
Normal price - 1.985
Onsite price - 2.085
Marketing Analytics Summit  2 Day Pass
Early Bird - 895
Normal price - 1.095
Onsite price - 1.195
Marketing Analytics Summit  1 Day Pass
Early Bird - 595
Normal price - 795
Onsite price - 895
Attendee Registration","Sponsorship and exhibition opporunities available
Contact required for further information
Sponsor/Exhibitor Registration",,,https://www.facebook.com/MarketingAnalyticsSummitDE/,,,https://twitter.com/MAS_Deutschland
Conference,Advertising,RampUp Summit New York,18 Sep 2019,09:00 AM - 07:00 PM,31 Oct-1 Nov 2018,Autumn 2020,USA,New York,Fairmont Hotel,2500,,https://rampedup.us/rampup/,,rampup@liveramp.com,"The Premier Conference for Leaders in Martech Takes on New York

Learn about leading trends from those who live it. Network with top industry professionals. Hear from the next wave of marketing pioneers.

https://rampedup.us/rampup-new-york/",,"Eligibility Criteria: Open to industry professionals
Fees: Early Bird Price (through 8/20/2019 only) - $299
Full Price - $399
Attendee Registration","Sponsorship opportunities available
Contact required for further information
Sponsorship Registration",,https://vimeo.com/rampup,https://www.facebook.com/RampedUp.us/,,https://www.linkedin.com/showcase/18257606/,https://twitter.com/RampUp
Conference,Advertising,RampUp Summit San Francisco,25 Feb 2019-26 Feb 2019,12:00 PM - 05:00 PM (25 Feb 2019)|07:30 AM - 05:00 PM (26 Feb 2019),5-6 Mar 2018,Feb-Mar 2020,USA,San Francisco,Fairmont Hotel,2500,,https://rampedup.us/rampup/,,rampup@liveramp.com,"The Premier Conference for Leaders in Martech

RampUp LiveRamp Summit will focus on What kinds of data should marketers be incorporating into their tool kits, why it is important that marketing data  should be accessible across all applications and platforms, how attendees take complex customer data and utilize it to create relevant and singular consumer experiences and etc.

https://rampedup.us/rampup/",,"Eligibility Criteria: Open to industry professionals
Fees: Contact required for further information","Sponsorship opportunities available
Contact required for further information
Sponsorship Registration",,https://rampedup.us/rampup/2019-highlights/,https://www.facebook.com/RampedUp.us/,,https://www.linkedin.com/showcase/18257606/,https://twitter.com/RampUp
Conference,Advertising,RampUp Summit Boston,23 Oct 2019,12:00 PM - 05:30 PM,,Oct-20,USA,Boston,Hotel Revere,,,https://rampedup.us/events/boston/,,rampup@liveramp.com,"The Premier Conference for Leaders in Martech

RampUp is a martech thought-leadership destination for relevant, best-in-class content thats hosted by LiveRamp, a leading provider of omnichannel identity resolution. Youll find insights on the latest digital marketing trends and technologies on our content hub, alongside content from live RampUp events.

https://rampedup.us/about/",,"Eligibility Criteria: Open to industry professionals
Fees: Contact required for further information
Attendee Registration","Sponsorship opportunities available
Contact required for pricing information",,https://vimeo.com/rampup,https://www.facebook.com/RampedUp.us/,,https://www.linkedin.com/showcase/18257606/,https://twitter.com/RampUp
Conference,Advertising,RampUp Summit Chicago,15 Oct 2019,09:30 AM - 06:30 PM,,Oct-20,USA,Chicago,Navy Pier,,,https://rampedup.us/events/chicago/,,rampup@liveramp.com,"The Premier Conference for Leaders in Martech

RampUp is a martech thought-leadership destination for relevant, best-in-class content thats hosted by LiveRamp, a leading provider of omnichannel identity resolution. Youll find insights on the latest digital marketing trends and technologies on our content hub, alongside content from live RampUp events.

https://rampedup.us/about/",,"Eligibility Criteria: Open to industry professionals
Fees: Contact required for further information
Attendee Registration","Sponsorship opportunities available
Contact required for pricing information",,https://vimeo.com/rampup,https://www.facebook.com/RampedUp.us/,,https://www.linkedin.com/showcase/18257606/,https://twitter.com/RampUp
Conference,Advertising,Criteo Commerce Forum,9 May 2019,10:00 AM - 05:15 PM,10-May-18,May-20,USA,New York,Union West,,,https://criteocommerceforumnyc.splashthat.com/,,eventsus@criteo.com,"A Must Attend Event for all Commerce Executives

At this years Criteo Commerce Forum, weve planned an incredible day of discovery around unleashing the full power of your data, AI, and cutting-edge digital innovation. Attendees will be able to walk away from this event with actionable insights to target their best customers, find the new customers most likely to buy, and inspire audiences with hyper-relevant messages.

https://criteocommerceforumnyc.splashthat.com",,"Eligibility Criteria: Open to industry professionals
Fees: Contact required for further information",,,https://www.youtube.com/playlist?list=PL0TTWXSAUvTY-hVMa4vm7ael0ksly_xzr,https://www.facebook.com/GoCriteo,,https://www.linkedin.com/company/criteo,https://twitter.com/criteo
